Id,Name,Desc,Type,Race,Archetype,Attribute,Atk,Def,Level,Price
89516305,Number 87: Queen of the Night,"3 Level 8 monsters
Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then activate 1 of these effects.
● Target 1 Set Spell/Trap Card your opponent controls; while this card is face-up on the field, that Set card cannot be activated.
● Target 1 Plant-Type monster on the field; change that target to face-down Defense Position.
● Target 1 face-up monster on the field; that target gains 300 ATK.",XYZ Monster,Plant,,WATER,3200,2800,8,0.20
48995978,Number 88: Gimmick Puppet of Leo,"3 Level 8 monsters
Once per turn, if you have no cards in your Spell & Trap Card Zone: You can detach 1 Xyz Material from this card, and if you do, place 1 Destiny Counter on this card. You cannot conduct your Battle Phase the turn you activate this effect. When 3 Destiny Counters are on this card, you win the Duel.",XYZ Monster,Machine,Gimmick Puppet,DARK,3200,2300,8,0.90
95474755,Number 89: Diablosis the Mind Hacker,"2 Level 7 monsters
Once per turn: You can detach 1 material from this card; look at your opponent's Extra Deck and banish 1 monster from it, face-down. At the end of the Battle Phase, if this card destroyed a monster by battle: You can target 1 card in your opponent's GY; banish it, face-down. If a card your opponent owns and possesses is banished face-down while you control this card (except during the Damage Step): You can banish cards from the top of your opponent's Deck, face-down, equal to their face-down banished cards. You can only use this effect of ""Number 89: Diablosis the Mind Hacker"" once per turn.",XYZ Monster,Psychic,,DARK,2800,1200,7,849.99
47387961,Number 8: Heraldic King Genom-Heritage,"2 Level 4 ""Heraldic Beast"" monsters
Once per turn: You can target 1 face-up Xyz Monster your opponent controls; this card's name and original ATK become that monster's name and current ATK, and this card's effect becomes that monster's original effect, then that monster's ATK becomes 0 and its effects are negated. These changes last until the End Phase.",XYZ Monster,Psychic,Heraldic,LIGHT,2400,1800,4,2.93
8165596,Number 90: Galaxy-Eyes Photon Lord,"2 Level 8 monsters
If this card has a ""Photon"" card as material, it cannot be destroyed by card effects. You can only use each of the following effects of ""Number 90: Galaxy-Eyes Photon Lord"" once per turn.
● When an opponent's monster activates its effect (Quick Effect): You can detach 1 material from this card; negate that monster's effect, and if the detached material was a ""Galaxy"" card, destroy that card.
● During your opponent's turn (Quick Effect): You can take 1 ""Photon"" or ""Galaxy"" card from your Deck, and either add it to your hand or attach it to this card as material.",XYZ Monster,Warrior,Galaxy-Eyes,LIGHT,2500,3000,8,28.77
84417082,Number 91: Thunder Spark Dragon,"3 Level 4 monsters
Once per turn, you can activate 1 of these effects.
● Detach 3 Xyz Materials from this card; destroy all other face-up monsters on the field.
● Detach 5 Xyz Materials from this card; destroy all cards your opponent controls.",XYZ Monster,Dragon,,LIGHT,2400,2000,4,5.76
97403510,Number 92: Heart-eartH Dragon,"3 Level 9 monsters
This card cannot be destroyed by battle, also your opponent takes any battle damage you would have taken from battles involving this card. During your opponent's End Phase: You can detach 1 Xyz Material from this card; banish all cards your opponent currently controls that were Normal or Special Summoned, or were Set, this turn. If this card is destroyed while it has Xyz Material: You can Special Summon this card from the Graveyard. When you do: It gains 1000 ATK for every card currently banished.",XYZ Monster,Dragon,,DARK,0,0,9,48.11
23187256,Number 93: Utopia Kaiser,"2+ ""Number"" Xyz Monsters, with the same Rank, that have material
Once per turn: You can Special Summon Rank 9 or lower ""Number"" monsters with 3000 or less ATK that have different Ranks from each other from your Extra Deck, up to the number of materials with different names attached to this card, but their effects are negated, then detach 1 material from this card. For the rest of this turn, unless this effect was negated, you cannot Special Summon, and any battle damage your opponent takes becomes halved. While you control another ""Number"" Xyz Monster, this card cannot be destroyed by battle or card effects.",XYZ Monster,Warrior,Utopia,LIGHT,2500,2000,12,19.01
62070231,Number 94: Crystalzero,"2 Level 5 WATER monsters
During either player's turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster on the field; its ATK becomes half its current ATK until the end of your turn.",XYZ Monster,Warrior,,WATER,2200,1600,5,0.36
58820923,Number 95: Galaxy-Eyes Dark Matter Dragon,"3 Level 9 monsters
You can also Xyz Summon this card by using a ""Galaxy-Eyes"" Xyz Monster you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) Cannot be used as an Xyz Material for an Xyz Summon. When this card is Xyz Summoned: You can send 3 Dragon-Type monsters with different names from your Deck to the Graveyard; your opponent banishes 3 monsters from their Deck. You can detach 1 Xyz Material from this card; this card can make up to 2 attacks on monsters during each Battle Phase this turn.",XYZ Monster,Dragon,Galaxy-Eyes,DARK,4000,0,9,7.54
55727845,Number 96: Dark Mist,"3 Level 2 monsters
Once per battle, during either player's turn, when an attack is declared involving this card and an opponent's monster: You can detach 1 Xyz Material from this card; halve the ATK of the opponent's monster, and if you do, this card gains that same amount of ATK.",XYZ Monster,Fiend,,DARK,100,1000,2,0.11
28400508,Number 97: Draglubion,"2 Level 8 monsters
Your opponent cannot target this card with card effects. You can detach 1 material from this card; take 2 Dragon ""Number"" monsters with different names from your Extra Deck and/or GY, except ""Number 97: Draglubion"", Special Summon 1 of them and attach the other to it as material, also for the rest of this turn you cannot Special Summon other monsters, or declare an attack, except with that Special Summoned monster. You can only use this effect of ""Number 97: Draglubion"" once per turn.",XYZ Monster,Dragon,,DARK,3000,3000,8,17.43
55470553,Number 98: Antitopian,"2 Level 4 monsters
When any player's monster declares an attack: You can detach 1 Xyz Material from this card; change that monster to Defense Position. During either player's turn, while this card is in your Graveyard: You can target 1 ""Utopia"" monster on the field; Special Summon this card in Defense Position, and if you do, attach that monster to this card as an Xyz Material. You can only use this effect of ""Number 98: Antitopian"" once per turn.",XYZ Monster,Warrior,,DARK,2000,2500,4,0.24
95134948,Number 99: Utopia Dragner,"3+ Level 12 monsters
(Quick Effect): You can detach 2 materials from this card; Special Summon 1 ""Number"" monster that has a number between ""1"" and ""100"" in its name from your Extra Deck. (This is treated as an Xyz Summon.) You cannot Special Summon monsters from the Extra Deck, except Xyz Monsters, and your monsters other than this card cannot attack directly, the turn you activate this effect. When an opponent's monster declares an attack: You can change that opponent's monster's ATK to 0. You can only use each effect of ""Number 99: Utopia Dragner"" once per turn.",XYZ Monster,Warrior,Utopia,LIGHT,3000,3000,12,0.00
51543904,Number 99: Utopic Dragon,"3 Level 10 monsters
You can also Xyz Summon this card by discarding 1 ""Rank-Up-Magic"" Spell Card and using a ""Utopia"" monster you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) Once per turn: You can target 1 ""Number"" monster in your Graveyard; Special Summon it in Defense Position, but its effects are negated. During either player's turn, when a monster effect is activated that targets this face-up card: You can detach 1 Xyz Material from this card; negate the activation, and if you do, destroy that card.",XYZ Monster,Dragon,Utopia,LIGHT,4000,2000,10,11.63
1992816,Number 9: Dyson Sphere,"2 Level 9 monsters
Once per Battle Step, during your opponent's turn, if this card with Xyz Material is attacked: Negate the attack (this is a Quick Effect). When this card is targeted for an attack while it has no Xyz Materials: You can target 2 monsters in your Graveyard; attach those targets to this card as Xyz Materials. During your Main Phase 1: You can detach 1 Xyz Material from this card; this card can attack your opponent directly this turn. Your opponent must control a monster with higher ATK than this card for you to activate and to resolve this effect.",XYZ Monster,Machine,,LIGHT,2800,3000,9,12.39
89477759,Number C1000: Numeronius,"5 Level 12 monsters
(This card is not treated as a ""Numeron"" card.)
Once per turn (Quick Effect): You can detach 1 material from this card; destroy 1 other monster on the field. At the end of the Battle Phase: Destroy as many other monsters on the field as possible, then you can Special Summon 1 monster from your opponent's GY in Defense Position. If this card you control is destroyed by an opponent's card effect and sent to your GY while it has material: You can Special Summon 1 ""Number iC1000: Numeronius Numeronia"" from your Extra Deck, and if you do, attach this card to it as material.",XYZ Monster,Fiend,Chaos,LIGHT,0,0,12,0.00
12744567,Number C101: Silent Honor DARK,"3 Level 5 monsters
Once per turn: You can target 1 Special Summoned monster your opponent controls; attach it to this card as a face-up Xyz Material. When this card is destroyed and sent to the Graveyard while it has Xyz Material: You can Special Summon this card from your Graveyard, then gain LP equal to the original ATK of this card. ""Number 101: Silent Honor ARK"" must be in your Graveyard to activate and to resolve this effect. If this card is Special Summoned this way, it cannot attack for the rest of this turn.",XYZ Monster,Aqua,,WATER,2800,1500,5,0.21
67173574,Number C102: Archfiend Seraph,"4 Level 5 LIGHT monsters
If this face-up card would be destroyed, you can detach 2 Xyz Materials from this card instead. If the last Xyz Material(s) is detached from this card: Inflict 1500 damage to your opponent. If this card has ""Number 102: Star Seraph Sentry"" as an Xyz Material, it gains this effect.
● Once per turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls; change that target's ATK to 0, and if you do, negate its effects.",XYZ Monster,Fairy,Archfiend,LIGHT,2900,2400,5,0.38
20785975,Number C103: Ragnafinity,"3 Level 5 monsters
Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls; inflict damage to your opponent equal to the difference between that monster's original ATK and current ATK, and if you do, banish it. When this card is destroyed and sent to the Graveyard while it has Xyz Material: You can Special Summon this card from your Graveyard. ""Number 103: Ragnazero"" must be in your Graveyard to activate and to resolve this effect.",XYZ Monster,Fairy,,WATER,2800,2400,5,0.32
49456901,Number C104: Umbral Horror Masquerade,"4 Level 5 monsters
When this card is Special Summoned: You can target 1 Spell/Trap Card on the field; destroy that target. If this card has ""Number 104: Masquerade"" as an Xyz material, it gains this effect.
● Once per turn, during either player's turn, when a monster effect is activated on your opponent's side of the field: You can detach 1 Xyz Material from this card; negate the activation, then you can send 1 random card from your opponent's hand to the Graveyard, and if you do, halve your opponent's Life Points.",XYZ Monster,Spellcaster,Umbral Horror,DARK,3000,1500,5,1.31
85121942,Number C105: Battlin' Boxer Comet Cestus,"4 Level 5 monsters
When this card destroys an opponent's monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to half the destroyed monster's original ATK. If this card has ""Number 105: Battlin' Boxer Star Cestus"" as an Xyz Material, it gains this effect.
● Once per turn: You can detach 1 Xyz Material from this card, then target 1 monster your opponent controls; destroy it, and if you do, inflict damage to your opponent equal to the destroyed monster's ATK on the field.",XYZ Monster,Warrior,Battlin' Boxer,FIRE,2800,2000,5,1.99
55888045,Number C106: Giant Red Hand,"3 Level 5 monsters
If this card has a ""Number"" monster as an Xyz Material, it gains this effect.
● Once per turn, during either player's turn, when a card or effect is activated on the field: Detach 1 Xyz Material from this card, and if you do, negate the effects of all other face-up cards currently on the field until the end of this turn.",XYZ Monster,Rock,,EARTH,2600,2000,5,0.15
68396121,Number C107: Neo Galaxy-Eyes Tachyon Dragon,"3 Level 9 monsters
Once per turn: You can detach 1 Xyz Material from this card; until the end of this turn, negate the effects of all other face-up cards currently on the field, also your opponent cannot activate cards or effects on the field. If this card has ""Number 107: Galaxy-Eyes Tachyon Dragon"" as an Xyz Material, it gains this effect.
● You can Tribute 2 monsters; this card can make up to 3 attacks on monsters during each Battle Phase this turn.",XYZ Monster,Dragon,Galaxy-Eyes,LIGHT,4500,3000,9,0.29
33776843,Number C15: Gimmick Puppet Giant Hunter,"3 Level 9 monsters
Once per turn: You can detach 1 Xyz Material from this card, then target 1 card your opponent controls; destroy it, and if you do, and it was a monster, inflict damage to your opponent equal to its original ATK.",XYZ Monster,Machine,Gimmick Puppet,DARK,2500,1500,9,5.27
79747096,Number C1: Numeron Chaos Gate Sunya,"4 Level 2 monsters
You can also Xyz Summon this card by using 1 ""Number 1: Numeron Gate Ekam"" you control as material. (Transfer its materials to this card.) If this card is Xyz Summoned: Banish all monsters on the field. Once per turn, during your next Standby Phase after this card was banished: You can Special Summon this banished card, then, if ""Numeron Network"" is in your Field Zone, inflict damage to your opponent equal to the combined ATK of all banished Xyz Monsters.",XYZ Monster,Machine,Numeron,DARK,2000,1000,2,0.79
49221191,Number C32: Shark Drake Veiss,"4 Level 4 WATER monsters
You can also Xyz Summon this card by using a ""Number 32: Shark Drake"" you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) During either player's turn, if your Life Points are 1000 or less: You can detach 1 Xyz Material from this card and banish 1 monster from your Graveyard to target 1 face-up monster on the field; that target's ATK and DEF become 0 until the End Phase.",XYZ Monster,Sea Serpent,Shark,WATER,2800,2100,4,10.13
56840427,Number C39: Utopia Ray,"3 Level 4 LIGHT monsters
You can also Xyz Summon this card by using a ""Number 39: Utopia"" you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) You can detach 1 Xyz Material from this card; it gains 500 ATK and 1 monster your opponent controls loses 1000 ATK, until the End Phase. You must have 1000 Life Points or less to activate and to resolve this effect.",XYZ Monster,Warrior,Utopia,LIGHT,2500,2000,4,0.08
66970002,Number C39: Utopia Ray V,"3 Level 5 monsters
When this card in its owner's possession is destroyed by an opponent's card (either by battle or by card effect): You can target 1 Xyz Monster in your Graveyard; return that target to the Extra Deck. If this card has a ""Utopia"" monster as an Xyz Material, it gains this effect.
● Once per turn: You can detach 1 Xyz Material from this card, then target 1 monster your opponent controls; destroy that monster, and if you do, inflict damage to your opponent equal to the destroyed monster's ATK on the field.",XYZ Monster,Warrior,Utopia,LIGHT,2600,2000,5,1.77
87911394,Number C39: Utopia Ray Victory,"3 Level 5 monsters
If this card attacks, your opponent cannot activate any Spell/Trap Cards until the end of the Damage Step. If this card has a ""Utopia"" monster as an Xyz Material, it gains this effect.
● When this card declares an attack on a face-up monster your opponent controls: You can detach 1 Xyz Material from this card; negate that opponent's face-up monster's effects, also this card gains ATK equal to that opponent's monster's ATK. These changes last until the end of this turn.",XYZ Monster,Warrior,Utopia,LIGHT,2800,2500,5,16.56
69170557,Number C40: Gimmick Puppet of Dark Strings,"3 Level 9 monsters
When this card is Special Summoned: Destroy the monsters with String Counters, and if you do, draw 1 card, then inflict damage to your opponent equal to the highest original ATK among those destroyed monsters in the Graveyard (your choice, if tied). Once per turn: You can detach 1 Xyz Material from this card; place 1 String Counter on each face-up monster your opponent controls.",XYZ Monster,Machine,Gimmick Puppet,DARK,3300,2000,9,5.70
32446630,Number C43: High Manipulator of Chaos,"4 Level 3 DARK monsters
 All Tokens you control can make a second attack during each Battle Phase. If this card has ""Number 43: Manipulator of Souls"" as an Xyz Material, it gains this effect.
● Once per turn: You can detach 1 Xyz Material from this card; Special Summon 1 ""Manipulator Token"" (Fiend-Type/DARK/Level 1/ATK ?/DEF ?). (When Summoned, its ATK and DEF each become equal to half the opponent's current LP.)",XYZ Monster,Fiend,Chaos,DARK,0,0,3,0.26
69757518,Number C5: Chaos Chimera Dragon,"3 or more Level 6 monsters
This card gains 1000 ATK for each Xyz Material attached to it. If this card attacks, at the end of the Damage Step: You can detach 1 Xyz Material from this card; this card can attack an opponent's monster again in a row. At the end of the Battle Phase: You can pay half your Life Points, then target 2 cards in any Graveyard(s); place 1 of them on the top of the Deck, and if you do, attach the other to this card as an Xyz Material.",XYZ Monster,Dragon,Chaos,DARK,0,0,6,0.15
49195710,Number C65: King Overfiend,"3 Level 3 DARK monsters
Once per turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls; it loses 1000 ATK and DEF. While this card has ""Number 65: Djinn Buster"" as an Xyz Material, it gains this effect.
● Effect Monsters your opponent controls cannot activate their effects.",XYZ Monster,Fiend,,DARK,1600,0,3,0.34
11522979,Number C69: Heraldry Crest of Horror,"4 Level 5 monsters
When an opponent's monster declares an attack: You can destroy all cards your opponent controls. If this card has ""Number 69: Heraldry Crest"" as an Xyz Material, it gains this effect.
● Once per turn: You can detach 1 Xyz Material from this card, then target 1 face-up Xyz Monster your opponent controls; this card gains ATK equal to that face-up monster's original ATK, and if it gains ATK this way, this card's name becomes that monster's, and it gains that monster's original effect. These effects last until the End Phase.",XYZ Monster,Psychic,Heraldry,LIGHT,4000,1800,5,0.32
6387204,Number C6: Chronomaly Chaos Atlandis,"3 Level 7 monsters
If you activate any of this card's effects, your opponent takes no further damage this turn. Once per turn: You can target 1 monster your opponent controls; equip that target to this card as an Equip Spell Card whose effect makes this monster gain 1000 ATK. If this card has ""Number 6: Chronomaly Atlandis"" as an Xyz Material, it gains this effect.
● You can detach 3 Xyz Materials from this card and send all ""Number"" monsters equipped by this card's effect to the Graveyard (min. 1); make your opponent's Life Points 100.",XYZ Monster,Machine,Chaos,LIGHT,3300,3300,7,1.17
96864105,Number C73: Abyss Supra Splash,"3 Level 6 monsters
If a monster you control battles an opponent's monster, during damage calculation (in either player's turn): You can detach 1 Xyz Material from this card once per battle; your battling monster gains ATK equal to the ATK of the opponent's monster it is battling, during that damage calculation only. If this card has ""Number 73: Abyss Splash"" as Xyz Material, it gains this effect.
● This card cannot be destroyed by card effects.",XYZ Monster,Warrior,,WATER,3000,2000,6,0.18
20563387,Number C80: Requiem in Berserk,"3 Level 5 monsters
You can target 1 face-up Xyz Monster you control; equip this monster you control to that target. It gains 2000 ATK. If a monster equipped with this card would be destroyed, destroy this card instead. If this card has ""Number 80: Rhapsody in Berserk"" as an Xyz Material, it gains this effect.
● You can detach 1 Xyz Material from this card, then target 1 card on the field; banish that target.",XYZ Monster,Fiend,,DARK,0,2000,5,0.21
6165656,Number C88: Gimmick Puppet Disaster Leo,"4 Level 9 monsters
Must be Special Summoned with a ""Rank-Up-Magic"" Spell Card targeting ""Number 88: Gimmick Puppet of Leo"", and cannot be Special Summoned by other ways. This card cannot be targeted by card effects. Once per turn: You can detach 1 Xyz Material from this card; inflict 1000 damage to your opponent. During your End Phase, if your opponent's Life Points are 2000 or less, and this card has no Xyz Materials, you win the Duel.",XYZ Monster,Machine,Gimmick Puppet,DARK,3500,2500,9,2.75
47017574,Number C92: Heart-eartH Chaos Dragon,"4 Level 10 monsters
Cannot be destroyed by battle. When a monster you control inflicts battle damage to your opponent: You gain Life Points equal to the damage they took. If this card has ""Number 92: Heart-eartH Dragon"" as an Xyz Material, it gains this effect.
● Once per turn: You can detach 1 Xyz Material from this card; negate the effects of all face-up cards your opponent currently controls, until the end of this turn. This activation and effect cannot be negated.",XYZ Monster,Dragon,Chaos,DARK,1000,0,10,0.20
77205367,Number C96: Dark Storm,"4 Level 3 DARK monsters
This card cannot be destroyed by battle, also all battle damage you take from battles involving this card is also inflicted to your opponent. If this card has ""Number 96: Dark Mist"" as an Xyz Material, it gains this effect.
● Once per battle, during either player's turn, when an attack is declared involving this card and an opponent's monster: You can detach 1 Xyz Material from this card; the ATK of the opponent's monster becomes 0, and if it does, this card gains ATK equal to the original ATK of the opponent's monster.",XYZ Monster,Fiend,,DARK,1000,1000,3,0.60
32559361,Number C9: Chaos Dyson Sphere,"3 Level 10 monsters
At the start of the Damage Step, if this card battles an opponent's monster: You can attach that monster to this card as a face-up Xyz Material. Once per turn: You can inflict 300 damage to your opponent for each Xyz Material attached to this card. If this card has ""Number 9: Dyson Sphere"" as an Xyz Material, it gains this effect.
● Once per turn: You can detach any number of Xyz Materials from this card; inflict 800 damage to your opponent for each.",XYZ Monster,Machine,Chaos,LIGHT,3600,3200,10,3.00
26973555,Number F0: Utopic Draco Future,"3 Xyz Monsters with the same Rank, except ""Number"" monsters
(This card's original Rank is always treated as 1. This card is always treated as a ""Utopic Future"" card.)
You can also Xyz Summon this card by using ""Number F0: Utopic Future"" you control as material. (Transfer its materials to this card.) Cannot be destroyed by battle or card effects. Once per turn, when your opponent activates a monster effect (Quick Effect): You can detach 1 material from this card; negate the activation, then, if that monster is on the field, gain control of it.",XYZ Monster,Warrior,Utopia,LIGHT,3000,2000,0,15.17
65305468,Number F0: Utopic Future,"2 Xyz Monsters with the same Rank, except ""Number"" monsters
(This card's original Rank is always treated as 1.)
Cannot be destroyed by battle, and neither player takes any battle damage from attacks involving this card. At the end of the Damage Step, if this card battled an opponent's monster: You can take control of that opponent's monster until the end of the Battle Phase. If this face-up card on the field would be destroyed by a card effect, you can detach 1 material from this card instead.",XYZ Monster,Warrior,,LIGHT,0,0,0,0.14
43490025,Number F0: Utopic Future - Future Slash,"2 Xyz Monsters with the same Rank, except ""Number"" monsters
(This card's original Rank is always treated as 1.)
You can also Xyz Summon this card by using a ""Utopia"" monster or ""Number F0: Utopic Future"" you control as material. (Transfer its materials to this card.) Gains 500 ATK for each ""Number"" Xyz Monster in the GY. Cannot be destroyed by battle. Once per turn: You can detach 1 material from this card; this card can make a second attack during each Battle Phase this turn. ",XYZ Monster,Warrior,Utopia,LIGHT,0,0,0,0.00
15862758,Number iC1000: Numeronius Numeronia,"5 Level 13 monsters
(This card is not treated as a ""Numeron"" card.)
If this card was Special Summoned by the effect of ""Number C1000: Numeronius"", it gains 100,000 ATK/DEF during your opponent's turn only, also apply the following starting from the next turn after it was Special Summoned.
● Your opponent's monsters must attack this card, if able.
● At the end of your opponent's turn, if this card did not battle this turn, you win the Duel.
When an opponent's monster declares an attack: You can detach 1 material from this card; negate the attack, and if you do, gain LP equal to that monster's ATK.",XYZ Monster,Fiend,Chaos,LIGHT,0,0,13,0.00
52653092,Number S0: Utopic ZEXAL,"3 ""Number"" Xyz Monsters with the same Rank
(This card's original Rank is always treated as 1.) You can also Xyz Summon this card by discarding 1 ""Rank-Up-Magic"" Normal Spell Card, then using a ""Utopia"" monster you control as the Xyz Material. (Transfer its Xyz Materials to this card.) This card's Xyz Summon cannot be negated. When Xyz Summoned, your opponent's cards and effects cannot be activated. Gains 1000 ATK and DEF for each Xyz Material attached to it. Once per opponent's turn (Quick Effect): You can detach 1 Xyz Material from this card; your opponent's cards and effects cannot be activated this turn.",XYZ Monster,Warrior,Utopia,LIGHT,0,0,0,1.16
86532744,Number S39: Utopia Prime,"3 Level 4 LIGHT monsters
You can also Xyz Summon this card by using a ""Number 39: Utopia"" you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) If your opponent's LP is at least 3000 higher than yours: You can detach 3 Xyz Materials from this card and pay LP so that you only have 10 left; destroy as many Special Summoned monsters your opponent controls as possible, and if you do, banish them, then inflict 300 damage to your opponent for each monster banished.",XYZ Monster,Warrior,Utopia,LIGHT,2510,2000,4,2.40
56832966,Number S39: Utopia the Lightning,"3 Level 5 LIGHT monsters
You can also Xyz Summon this card by using a Rank 4 ""Utopia"" monster you control as material. (Transfer its materials to this card.) Cannot be used as material for an Xyz Summon. If this card battles, your opponent cannot activate cards or effects until the end of the Damage Step. Once per Chain, during damage calculation, if this card battles an opponent's monster while this card has a ""Utopia"" Xyz Monster as material (Quick Effect): You can detach 2 materials from this card; this card's ATK becomes 5000 during that damage calculation only.",XYZ Monster,Warrior,Utopia,LIGHT,2500,2000,5,1.07
847915,Number Wall,"Activate only if you control a ""Number"" monster. ""Number"" monsters on the field cannot be destroyed by card effects, and cannot be destroyed by battle except with another ""Number"" monster. When a ""Number"" monster you control is destroyed, destroy this card.",Trap Card,Continuous,,,,,,1.18
21858819,Number XX: Utopic Dark Infinity,"2+ Level 10 monsters
When a monster is destroyed by battle and sent to the GY: You can detach 1 material from this card, then target that monster; Special Summon it to your field in Defense Position. You can target 1 other face-up Special Summoned monster you control; gain LP equal to its original ATK. You can only use each effect of ""Number XX: Utopic Dark Infinity"" once per turn.",XYZ Monster,Warrior,Utopia,DARK,4000,4000,10,0.18
97738431,Numbers Overlay Boost,"Target 1 ""Number"" Xyz Monster you control that has no Xyz Materials; attach 2 monsters from your hand to that face-up Xyz Monster, as Xyz Materials.",Trap Card,Normal,,,,,,0.18
68630939,Numbers Protect,"When a Spell/Trap Card, or monster effect, is activated while you control a ""Number"" Xyz Monster: Negate the activation, and if you do, destroy that card. If a ""Number"" Xyz Monster(s) you control is destroyed by battle or card effect while this card is in your GY: You can Set this card, but banish it when it leaves the field. You can only use 1 ""Numbers Protect"" effect per turn, and only once that turn.",Trap Card,Counter,Number,,,,,0.00
92065772,Numbing Grub in the Ice Barrier,"When this card is Normal Summoned, select 1 unused Main Monster Zone. While this card is face-up on the field, that selected Main Monster Zone cannot be used.",Effect Monster,Insect,Ice Barrier,WATER,1300,1800,4,0.30
83061014,Numen erat Testudo,Neither player can Special Summon monsters with 1800 or less ATK.,Effect Monster,Aqua,,WATER,1800,0,5,0.20
37115973,Numeral Hunter,"If this card is Summoned: Return all ""Number"" Xyz Monsters on the field to the Extra Deck. Neither player can Special Summon ""Number"" Xyz Monsters. Cannot be destroyed by battle with an Xyz Monster. This card is unaffected by the effects of Xyz Monsters.",Effect Monster,Warrior,,LIGHT,1600,1400,4,0.76
77402960,Numeron Calling,"If ""Numeron Network"" is in your Field Zone and you control no monsters: Special Summon up to 4 ""Numeron Gate"" Xyz Monsters from your Extra Deck with different names, but banish them during the End Phase, also you can only Normal or Special Summon once for the rest of this turn.",Spell Card,Normal,Numeron,,,,,1.71
41850466,Numeron Chaos Ritual,"If a face-up ""Number C1: Numeron Chaos Gate Sunya"" you control was destroyed by a monster effect this turn: Target 1 of your ""Numeron Network"" and 4 of your ""Number"" Xyz Monsters that are banished and/or in your GY; Special Summon 1 ""Number C1000: Numeronius"" from your Extra Deck, and if you do, its ATK/DEF become 10000/1000, attach all 5 targeted cards to it as material, also you can only Normal or Special Summon once for the rest of this turn.",Spell Card,Normal,Chaos,,,,,0.00
41418852,Numeron Network,"You can send 1 ""Numeron"" Normal Spell that meets its activation conditions from your Deck to the GY; this effect becomes that Spell's effect when that card is activated. You can only use this effect of ""Numeron Network"" once per turn. You can activate the effects of ""Numeron"" Xyz Monsters you control without detaching materials.",Spell Card,Field,Numeron,,,,,4.51
20936251,Numeron Storm,"If you control a ""Numeronius"" monster: Destroy as many Spells and Traps your opponent controls as possible, and if you do, inflict 1000 damage to your opponent.",Spell Card,Normal,Numeron,,,,,0.00
42352091,Numeron Wall,"If you control no cards, or all cards you control are ""Numeron Wall"" (Quick Effect): You can send this card from your hand or field to the GY; activate 1 ""Numeron Network"" from your hand or Deck. You can only use this effect of ""Numeron Wall"" once per turn. When you take battle damage: You can Special Summon this card from your hand, and if you do, end the Battle Phase after the Damage Step.",Effect Monster,Fiend,Numeron,DARK,0,0,1,0.52
2130625,Numinous Healer,"You can only activate this card when you take damage to your Life Points. Increase your Life Points by 1000 points. Also, increase your Life Points by 500 points for each ""Numinous Healer"" card in your Graveyard.",Trap Card,Normal,,,,,,0.24
36010310,"Nunu, the Ogdoadic Remnant","You can send this card from your hand to the GY; send 1 DARK Reptile monster from your Deck to the GY. If you control no monsters, or you control an ""Ogdoadic"" monster: You can Special Summon this card from your GY, but banish it when it leaves the field, also you cannot Special Summon monsters, except Reptile monsters, while this card is face-up in the Monster Zone. You can only use each effect of ""Nunu, the Ogdoadic Remnant"" once per turn.",Effect Monster,Reptile,Abhyss,LIGHT,0,0,4,0.57
40398073,Nurse Dragonmaid,"If this card is Normal or Special Summoned: You can target 1 Level 4 or lower ""Dragonmaid"" monster in your GY, except ""Nurse Dragonmaid""; Special Summon it. At the start of the Battle Phase: You can return this card to the hand, and if you do, Special Summon 1 Level 7 ""Dragonmaid"" monster from your hand or GY. You can only use each effect of ""Nurse Dragonmaid"" once per turn.",Effect Monster,Dragon,Dragonmaid,EARTH,500,1600,2,1.11
29389368,Nutrient Z,"During damage calculation, when you are about to take 2000 or more battle damage: Gain 4000 LP first.",Trap Card,Normal,,,,,,0.27
12953226,Nuvia the Wicked,"If this monster is Normal Summoned, destroy this card. If your opponent controls any monster, decrease the ATK of this card by 200 points for each monster on your opponents side of the field.",Effect Monster,Fiend,Mask,DARK,2000,800,4,0.15
63703130,O - Oversoul,"Target 1 ""Elemental HERO"" Normal Monster in your Graveyard; Special Summon that target.",Spell Card,Normal,Elemental HERO,,,,,0.16
